year,no,key,link,item,item2
110,29,E,,"關於laser and light-based treatments，下列敘述何者錯誤？
①1980年Anderson and Parrish提出selective photothermolysis理論，若選用合適的雷射光波長且pulse duration長於thermal relaxation time，將大幅降低周遭組織受到無辜熱傷害的情形。
②thermal relaxation time與雷射target chromophore直徑大小成反比。
③雷射治療時，使用的波長越長及spot size越大，穿透越淺、越容易發散。
④黃色刺青可以使用Q-switched alexandrite (755 nm)雷射移除。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding laser and light-based treatments, which of the following statements is incorrect?
①In 1980, Anderson and Parrish proposed the selective photothermolysis theory. If a suitable laser wavelength is selected and the pulse duration is longer than the thermal relaxation time, innocent thermal damage to surrounding tissues will be greatly reduced.
②Thermal relaxation time is inversely proportional to the diameter of the laser target chromophore.
③In laser treatment, the longer the wavelength and the larger the spot size used, the shallower the penetration and the easier it is to diverge.
④Yellow tattoos can be removed using Q-switched alexandrite (755 nm) laser.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
110,30,D,,"關於皮膚紅斑性狼瘡(lupus erythematosus, LE)，下列敘述何者錯誤？
①急性皮膚紅斑性狼瘡(acute cutaneous lupus erythematosus, ACLE)常合併系統性疾病。
②亞急性皮膚紅斑性狼瘡(subacute cutaneous lupus erythematosus, SCLE)會出現環形紅斑或類似乾癬之病灶。
③盤狀紅斑性狼瘡(discoid lupus erythematosus, DLE)有Koebner's phenomenon與carpet tack sign。
④toxic epidermal necrolysis (TEN)-like skin lesions是屬於LE的非特異性皮膚表現。
A. ①　　B. ②　　C. ③　　D. ④","Regarding cutaneous lupus erythematosus (LE), which of the following statements is incorrect?
①Acute cutaneous lupus erythematosus (ACLE) is often complicated by systemic diseases.
②Subacute cutaneous lupus erythematosus (SCLE) will cause annular erythema or lesions similar to psoriasis.
③ Discoid lupus erythematosus (DLE) has Koebner's phenomenon and carpet tack sign.
④toxic epidermal necrolysis (TEN)-like skin lesions are non-specific skin manifestations of LE.
A. ① B. ② C. ③ D. ④"
110,31,E,,"糖尿病人的皮膚表現多樣，包含diabetic dermopathy，granuloma annulare (GA)以及necrobiosis lipoidica (NL)等等，下列敘述何者正確？
①diabetic dermopathy的出現和retinopathy, nephropathy, neuropathy有相關。
②糖尿病較常出現的GA type為generalized或perforating GA。
③cyclosporine有助於NL潰瘍的癒合。
④糖尿病患血糖控制的好壞和NL的出現並無關聯。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Diabetic patients have various skin manifestations, including diabetic dermopathy, granuloma annulare (GA) and necrobiosis lipoidica (NL), etc. Which of the following statements is correct?
①The occurrence of diabetic dermopathy is related to retinopathy, nephropathy, and neuropathy.
②The GA type that is more common in diabetes is generalized or performing GA.
③Cyclosporine helps in the healing of NL ulcers.
④ There is no correlation between the quality of blood sugar control in patients with diabetes and the occurrence of NL.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
110,32,D,,"有關vascular malformation的表現與治療，下列敘述何者正確？
①arteriovenous malformation觸診及聽診不會有震顫(thrill)或雜音(bruit)。
②lymphatic malformation外觀顏色可為正常膚色或黃紫色，病理組織學D2-40之染色為陰性。
③capillary malformation外觀顏色為膚色，在都卜勒超音波(Doppler ultrasound)檢查呈現快流速(fast flow)。
④venous malformation的治療方式包括硬化劑、手術或sirolimus。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the manifestations and treatment of vascular malformation, which of the following statements is correct?
①arteriovenous malformation will not cause tremor or bruit during palpation and auscultation.
②The appearance color of lymphatic malformation can be normal skin color or yellow-purple, and the histopathological D2-40 staining is negative.
③The appearance color of capillary malformation is skin color, and it shows fast flow during Doppler ultrasound examination.
④Treatment methods for venous malformation include sclerotherapy, surgery or sirolimus.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
110,33,C,,"關於ANCA-associated vasculitis，下列敘述何者錯誤？
①microscopic polyangiitis的患者常有腎絲球腎炎(glomerulonephritis)及肺部出血的表現。
②granulomatosis with polyangiitis患者大多有上呼吸道的慢性發炎病史，開洞之肺部結節(cavitary pulmonary nodules)也是重要的臨床表現。
③eosinophilic granulomatosis with polyangiitis有大約90%的人血中可檢驗出ANCA。
④以上三者ANCA-associated vasculitis中，以eosinophilic granulomatosis with polyangiitis最常見有伴隨皮膚表現。
A. ①　　B. ②　　C. ③　　D. ④","Regarding ANCA-associated vasculitis, which of the following statements is incorrect?
①Patients with microscopic polyangiitis often present with glomerulonephritis and pulmonary hemorrhage.
②Most patients with granulomatosis with polyangiitis have a history of chronic inflammation of the upper respiratory tract, and cavitary pulmonary nodules are also important clinical manifestations.
③ANCA can be detected in the blood of approximately 90% of people with eosinophilic granulomatosis with polyangiitis.
④ Among the above three ANCA-associated vasculitis, eosinophilic granulomatosis with polyangiitis is the most common with accompanying skin manifestations.
A. ① B. ② C. ③ D. ④"
110,34,C,,"有關白斑症vitiligo，下列敘述何者正確？
①白斑症是可以治療的疾病，但如病灶的毛髮變白，則預後較差。
②口服tofacitinib可用來治療白斑。
③白斑的病理機轉，主要是透過CD8+ T cells所分泌的IFN-gamma作用在角質細胞，使角質細胞分泌更多的CXCL-10來吸引更多的melanocyte reactive CD8+ T cells進行黑色素細胞的破壞。
④分節型白斑呈現條狀分佈，常會合併自體免疫疾病，且與神經末梢的毒性相關。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding vitiligo, which of the following statements is correct?
①Vitiligo is a treatable disease, but if the hair in the lesions turns white, the prognosis is poor.
②Oral tofacitinib can be used to treat vitiligo.
③The pathological mechanism of white spots is mainly through the IFN-gamma secreted by CD8+ T cells acting on keratinocytes, causing keratinocytes to secrete more CXCL-10 to attract more melanocyte reactive CD8+ T cells to destroy melanocytes.
④ Segmented white spots are distributed in strips, are often associated with autoimmune diseases, and are related to the toxicity of nerve endings.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
110,35,C,,"關於原發性雷諾氏現象(primary Raynaud phenomenon)的敘述，下列何者錯誤？
①發生原發性雷諾氏現象時，皮膚的顏色變化會與正常皮膚出現明顯分界，病人血清抗核抗體(ANA)通常會呈現陽性。
②通常會侵犯雙側肢體，且出現nailfold capillary microscopy檢查異常。
③發生原發性雷諾氏現象時，若有三色變化(triphasic color changes)，皮膚會依序出現紅、白、藍三個階段的變色現象。
④皮膚在遇冷或情緒變化時，會出現血管異常收縮反應。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding primary Raynaud phenomenon, which of the following is incorrect?
① When primary Raynaud's phenomenon occurs, the color change of the skin will be clearly separated from normal skin, and the patient's serum antinuclear antibody (ANA) will usually be positive.
② Usually it affects both limbs, and abnormal nailfold capillary microscopy examination occurs.
③When primary Raynaud's phenomenon occurs, if there are triphasic color changes, the skin will appear in three stages of red, white, and blue discoloration in sequence.
④When the skin is exposed to cold or emotional changes, abnormal vasoconstriction will occur.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
110,36,A,,"關於臨床上不同類型之天疱瘡(pemphigus)，下列敘述何者正確？
①pemphigus vulgaris可用rituximab (monoclonal anti-CD20 antibody)來治療，建議初始劑量為1000mg隔週(Q2W)施打，共2次。
②IgA pemphigus病理可見表皮內嗜中性球聚集之膿皰(intraepidermal neutrophilic pustule)，常會合併疼痛性口炎(painful stomatitis)。
③pemphigus foliaceus與pemphigus erythematosus病人血清中皆有對抗desmoglein 1之抗體。
④pemphigus vegetans鮮少侵犯口腔黏膜。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the different clinical types of pemphigus, which of the following statements is correct?
① Pemphigus vulgaris can be treated with rituximab (monoclonal anti-CD20 antibody). The recommended initial dose is 1000 mg administered every other week (Q2W) for a total of 2 times.
②The pathology of IgA pemphigus shows intraepidermal neutrophilic pustules (intraepidermal neutrophilic pustules), which are often accompanied by painful stomatitis.
③ Antibodies against desmoglein 1 are found in the serum of pemphigus foliaceus and pemphigus erythematosus patients.
④ pemphigus vegetans rarely invades the oral mucosa.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
110,37,A,,"關於漢生病(Hansen’s disease)，下列敘述何者正確？
①漢生病的抗菌治療以多藥物為原則，而非dapsone單一藥物治療。
②erythema nodosum leprosum 為第四型過敏反應，reversal reaction為第三型過敏反應。
③tuberculoid leprosy 以Th1反應為主，lepromatous leprosy以Th2反應為主。
④印度，巴西與印尼占全世界80%以上的漢生病例，台灣近年來已無新增本土病例。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Hansen’s disease, which of the following statements is correct?
①The antibacterial treatment of Han disease is based on the principle of multi-drug treatment, rather than single-drug treatment with dapsone.
②Erythema nodosum leprosum is a type 4 allergic reaction, and reversal reaction is a type 3 allergic reaction.
③Tuberculoid leprosy mainly responds to Th1, while lepromatous leprosy mainly responds to Th2.
④ India, Brazil and Indonesia account for more than 80% of Hansen cases in the world, and Taiwan has had no new local cases in recent years.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
110,38,B,,"有關calcium deposition disorder，下列敘述何者正確？
①chronic renal failure、milk-alkali syndrome、infections皆屬於metastatic calcification。
➁pilomatricoma是最常見calcification, ossification的皮膚腫瘤，機轉可能與𝛽-catenin signaling有關。
➂tumoral calcinosis屬metastatic calcification，好發於老人。
➃Albright hereditary osteodystrophy (AHO)為一體染色體顯性遺傳疾病，常見obesity, moon facies, short stature, mental retardation。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding calcium deposition disorder, which of the following statements is correct?
①Chronic renal failure, milk-alkali syndrome, and infections all belong to metastatic calcification.
➁Pilomatricoma is the most common skin tumor with calcification and ossification, and its mechanism may be related to 𝛽-catenin signaling.
➂Tumoral calcinosis belongs to metastatic calcification and is more common in the elderly.
➃Albright hereditary osteodystrophy (AHO) is a chromosomally dominant genetic disease with common obesity, moon facies, short stature, and mental retardation.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
